month;cpv_division;division_name;tender_count
2022-05;65;Usługi komunalne (gaz, woda, energia);3
2022-05;41;Woda i usługi wodne;2
2022-05;76;Usługi związane z przemysłem naftowym;2
2022-06;45;Roboty budowlane;4257
2022-06;33;Sprzęt medyczny i farmaceutyczny;752
2022-06;71;Usługi architektoniczne i inżynieryjne;705
2022-06;30;Sprzęt komputerowy i biurowy;651
2022-06;34;Sprzęt transportowy i pojazdy;391
2022-06;15;Artykuły spożywcze i napoje;310
2022-06;39;Meble i wyposażenie wnętrz;278
2022-06;60;Usługi transportu drogowego;260
2022-06;90;Usługi środowiskowe i sanitarne;246
2022-06;79;Usługi biznesowe i doradcze;227
2022-06;80;Usługi edukacyjne;223
2022-06;55;Usługi hotelarskie i restauracyjne;214
2022-06;9;Produkty naftowe, paliwa i energia;208
2022-06;38;Sprzęt laboratoryjny i naukowy;173
2022-06;50;Usługi napraw i konserwacji;145
2022-06;48;Pakiety oprogramowania;137
2022-06;85;Usługi zdrowotne i społeczne;111
2022-06;44;Materiały budowlane;109
2022-06;32;Sprzęt elektroniczny i telekomunikacyjny;99
2022-06;72;Usługi informatyczne;93
2022-06;66;Usługi finansowe i ubezpieczeniowe;88
2022-06;42;Maszyny przemysłowe;86
2022-06;31;Sprzęt elektryczny;81
2022-06;24;Produkty chemiczne;78
2022-06;77;Usługi rolnicze i leśne;75
2022-06;3;Produkty rolne, łowieckie i rybne;51
2022-06;14;Górnictwo i minerały;46
2022-06;18;Odzież i obuwie;46
2022-06;92;Usługi rekreacyjne i kulturalne;45
2022-06;64;Usługi pocztowe i telekomunikacyjne;42
2022-06;98;Pozostałe usługi komunalne i osobiste;41
2022-06;37;Sprzęt sportowy i rekreacyjny;34
2022-06;16;Maszyny rolnicze;26
2022-06;43;Maszyny górnicze;26
2022-06;22;Drukowane materiały i produkty poligraficzne;25
2022-06;63;Usługi spedycji i logistyki;25
2022-06;35;Sprzęt bezpieczeństwa i ochrony;20
2022-06;73;Usługi badawczo-rozwojowe;20
2022-06;70;Usługi w zakresie nieruchomości;17
2022-06;19;Wyroby skórzane i tekstylne;15
2022-06;75;Usługi administracji publicznej;8
2022-06;51;Usługi instalacyjne;6
2022-06;41;Woda i usługi wodne;3
2022-06;65;Usługi komunalne (gaz, woda, energia);2
2022-07;45;Roboty budowlane;4499
2022-07;33;Sprzęt medyczny i farmaceutyczny;637
2022-07;71;Usługi architektoniczne i inżynieryjne;637
2022-07;30;Sprzęt komputerowy i biurowy;573
2022-07;60;Usługi transportu drogowego;501
2022-07;34;Sprzęt transportowy i pojazdy;329
2022-07;39;Meble i wyposażenie wnętrz;304
2022-07;15;Artykuły spożywcze i napoje;267
2022-07;9;Produkty naftowe, paliwa i energia;246
2022-07;55;Usługi hotelarskie i restauracyjne;230
2022-07;80;Usługi edukacyjne;215
2022-07;79;Usługi biznesowe i doradcze;212
2022-07;90;Usługi środowiskowe i sanitarne;185
2022-07;48;Pakiety oprogramowania;166
2022-07;38;Sprzęt laboratoryjny i naukowy;157
2022-07;50;Usługi napraw i konserwacji;119
2022-07;44;Materiały budowlane;98
2022-07;66;Usługi finansowe i ubezpieczeniowe;95
2022-07;85;Usługi zdrowotne i społeczne;93
2022-07;32;Sprzęt elektroniczny i telekomunikacyjny;91
2022-07;72;Usługi informatyczne;84
2022-07;77;Usługi rolnicze i leśne;79
2022-07;42;Maszyny przemysłowe;68
2022-07;31;Sprzęt elektryczny;67
2022-07;3;Produkty rolne, łowieckie i rybne;50
2022-07;24;Produkty chemiczne;43
2022-07;14;Górnictwo i minerały;42
2022-07;64;Usługi pocztowe i telekomunikacyjne;40
2022-07;98;Pozostałe usługi komunalne i osobiste;39
2022-07;63;Usługi spedycji i logistyki;38
2022-07;37;Sprzęt sportowy i rekreacyjny;36
2022-07;16;Maszyny rolnicze;32
2022-07;22;Drukowane materiały i produkty poligraficzne;32
2022-07;73;Usługi badawczo-rozwojowe;32
2022-07;18;Odzież i obuwie;31
2022-07;43;Maszyny górnicze;26
2022-07;92;Usługi rekreacyjne i kulturalne;26
2022-07;35;Sprzęt bezpieczeństwa i ochrony;23
2022-07;70;Usługi w zakresie nieruchomości;19
2022-07;19;Wyroby skórzane i tekstylne;15
2022-07;75;Usługi administracji publicznej;10
2022-07;51;Usługi instalacyjne;8
2022-07;41;Woda i usługi wodne;3
2022-07;65;Usługi komunalne (gaz, woda, energia);1
2022-08;45;Roboty budowlane;3828
2022-08;33;Sprzęt medyczny i farmaceutyczny;659
2022-08;71;Usługi architektoniczne i inżynieryjne;627
2022-08;30;Sprzęt komputerowy i biurowy;506
2022-08;60;Usługi transportu drogowego;362
2022-08;9;Produkty naftowe, paliwa i energia;349
2022-08;15;Artykuły spożywcze i napoje;303
2022-08;34;Sprzęt transportowy i pojazdy;291
2022-08;55;Usługi hotelarskie i restauracyjne;261
2022-08;79;Usługi biznesowe i doradcze;244
2022-08;80;Usługi edukacyjne;236
2022-08;39;Meble i wyposażenie wnętrz;226
2022-08;90;Usługi środowiskowe i sanitarne;212
2022-08;38;Sprzęt laboratoryjny i naukowy;179
2022-08;48;Pakiety oprogramowania;148
2022-08;50;Usługi napraw i konserwacji;111
2022-08;72;Usługi informatyczne;99
2022-08;32;Sprzęt elektroniczny i telekomunikacyjny;97
2022-08;3;Produkty rolne, łowieckie i rybne;85
2022-08;42;Maszyny przemysłowe;81
2022-08;66;Usługi finansowe i ubezpieczeniowe;80
2022-08;44;Materiały budowlane;77
2022-08;77;Usługi rolnicze i leśne;77
2022-08;85;Usługi zdrowotne i społeczne;74
2022-08;24;Produkty chemiczne;64
2022-08;31;Sprzęt elektryczny;60
2022-08;37;Sprzęt sportowy i rekreacyjny;44
2022-08;22;Drukowane materiały i produkty poligraficzne;38
2022-08;18;Odzież i obuwie;32
2022-08;14;Górnictwo i minerały;31
2022-08;63;Usługi spedycji i logistyki;29
2022-08;16;Maszyny rolnicze;28
2022-08;43;Maszyny górnicze;28
2022-08;92;Usługi rekreacyjne i kulturalne;26
2022-08;98;Pozostałe usługi komunalne i osobiste;25
2022-08;64;Usługi pocztowe i telekomunikacyjne;23
2022-08;73;Usługi badawczo-rozwojowe;21
2022-08;70;Usługi w zakresie nieruchomości;16
2022-08;19;Wyroby skórzane i tekstylne;13
2022-08;35;Sprzęt bezpieczeństwa i ochrony;13
2022-08;75;Usługi administracji publicznej;11
2022-08;51;Usługi instalacyjne;4
2022-08;65;Usługi komunalne (gaz, woda, energia);4
2022-08;41;Woda i usługi wodne;2
2022-09;45;Roboty budowlane;3526
2022-09;33;Sprzęt medyczny i farmaceutyczny;736
2022-09;30;Sprzęt komputerowy i biurowy;535
2022-09;9;Produkty naftowe, paliwa i energia;530
2022-09;71;Usługi architektoniczne i inżynieryjne;527
2022-09;90;Usługi środowiskowe i sanitarne;429
2022-09;34;Sprzęt transportowy i pojazdy;365
2022-09;39;Meble i wyposażenie wnętrz;265
2022-09;79;Usługi biznesowe i doradcze;245
2022-09;48;Pakiety oprogramowania;215
2022-09;80;Usługi edukacyjne;212
2022-09;15;Artykuły spożywcze i napoje;206
2022-09;55;Usługi hotelarskie i restauracyjne;178
2022-09;38;Sprzęt laboratoryjny i naukowy;149
2022-09;50;Usługi napraw i konserwacji;124
2022-09;44;Materiały budowlane;110
2022-09;72;Usługi informatyczne;104
2022-09;32;Sprzęt elektroniczny i telekomunikacyjny;101
2022-09;42;Maszyny przemysłowe;99
2022-09;66;Usługi finansowe i ubezpieczeniowe;96
2022-09;60;Usługi transportu drogowego;89
2022-09;77;Usługi rolnicze i leśne;83
2022-09;31;Sprzęt elektryczny;81
2022-09;85;Usługi zdrowotne i społeczne;79
2022-09;3;Produkty rolne, łowieckie i rybne;75
2022-09;24;Produkty chemiczne;62
2022-09;37;Sprzęt sportowy i rekreacyjny;56
2022-09;18;Odzież i obuwie;46
2022-09;14;Górnictwo i minerały;45
2022-09;16;Maszyny rolnicze;45
2022-09;22;Drukowane materiały i produkty poligraficzne;45
2022-09;64;Usługi pocztowe i telekomunikacyjne;39
2022-09;98;Pozostałe usługi komunalne i osobiste;39
2022-09;63;Usługi spedycji i logistyki;32
2022-09;43;Maszyny górnicze;29
2022-09;92;Usługi rekreacyjne i kulturalne;23
2022-09;70;Usługi w zakresie nieruchomości;22
2022-09;35;Sprzęt bezpieczeństwa i ochrony;21
2022-09;73;Usługi badawczo-rozwojowe;16
2022-09;19;Wyroby skórzane i tekstylne;13
2022-09;51;Usługi instalacyjne;10
2022-09;75;Usługi administracji publicznej;7
2022-09;65;Usługi komunalne (gaz, woda, energia);4
2022-09;41;Woda i usługi wodne;1
2022-10;45;Roboty budowlane;2832
2022-10;33;Sprzęt medyczny i farmaceutyczny;765
2022-10;90;Usługi środowiskowe i sanitarne;673
2022-10;30;Sprzęt komputerowy i biurowy;601
2022-10;9;Produkty naftowe, paliwa i energia;565
2022-10;71;Usługi architektoniczne i inżynieryjne;444
2022-10;34;Sprzęt transportowy i pojazdy;369
2022-10;15;Artykuły spożywcze i napoje;328
2022-10;79;Usługi biznesowe i doradcze;322
2022-10;39;Meble i wyposażenie wnętrz;305
2022-10;48;Pakiety oprogramowania;264
2022-10;80;Usługi edukacyjne;210
2022-10;55;Usługi hotelarskie i restauracyjne;174
2022-10;50;Usługi napraw i konserwacji;151
2022-10;38;Sprzęt laboratoryjny i naukowy;148
2022-10;66;Usługi finansowe i ubezpieczeniowe;142
2022-10;32;Sprzęt elektroniczny i telekomunikacyjny;114
2022-10;85;Usługi zdrowotne i społeczne;111
2022-10;72;Usługi informatyczne;108
2022-10;60;Usługi transportu drogowego;103
2022-10;3;Produkty rolne, łowieckie i rybne;95
2022-10;64;Usługi pocztowe i telekomunikacyjne;90
2022-10;44;Materiały budowlane;82
2022-10;77;Usługi rolnicze i leśne;81
2022-10;31;Sprzęt elektryczny;76
2022-10;42;Maszyny przemysłowe;72
2022-10;98;Pozostałe usługi komunalne i osobiste;56
2022-10;24;Produkty chemiczne;51
2022-10;18;Odzież i obuwie;47
2022-10;16;Maszyny rolnicze;46
2022-10;22;Drukowane materiały i produkty poligraficzne;45
2022-10;14;Górnictwo i minerały;42
2022-10;37;Sprzęt sportowy i rekreacyjny;42
2022-10;35;Sprzęt bezpieczeństwa i ochrony;33
2022-10;92;Usługi rekreacyjne i kulturalne;31
2022-10;43;Maszyny górnicze;29
2022-10;63;Usługi spedycji i logistyki;18
2022-10;73;Usługi badawczo-rozwojowe;17
2022-10;70;Usługi w zakresie nieruchomości;13
2022-10;19;Wyroby skórzane i tekstylne;11
2022-10;75;Usługi administracji publicznej;11
2022-10;51;Usługi instalacyjne;10
2022-10;65;Usługi komunalne (gaz, woda, energia);4
2022-10;41;Woda i usługi wodne;1
2022-10;76;Usługi związane z przemysłem naftowym;1
2022-11;45;Roboty budowlane;1878
2022-11;9;Produkty naftowe, paliwa i energia;975
2022-11;90;Usługi środowiskowe i sanitarne;942
2022-11;15;Artykuły spożywcze i napoje;849
2022-11;33;Sprzęt medyczny i farmaceutyczny;718
2022-11;30;Sprzęt komputerowy i biurowy;637
2022-11;79;Usługi biznesowe i doradcze;520
2022-11;71;Usługi architektoniczne i inżynieryjne;386
2022-11;34;Sprzęt transportowy i pojazdy;364
2022-11;55;Usługi hotelarskie i restauracyjne;315
2022-11;64;Usługi pocztowe i telekomunikacyjne;286
2022-11;48;Pakiety oprogramowania;278
2022-11;39;Meble i wyposażenie wnętrz;259
2022-11;85;Usługi zdrowotne i społeczne;243
2022-11;66;Usługi finansowe i ubezpieczeniowe;234
2022-11;60;Usługi transportu drogowego;216
2022-11;50;Usługi napraw i konserwacji;205
2022-11;38;Sprzęt laboratoryjny i naukowy;159
2022-11;80;Usługi edukacyjne;140
2022-11;32;Sprzęt elektroniczny i telekomunikacyjny;133
2022-11;72;Usługi informatyczne;110
2022-11;3;Produkty rolne, łowieckie i rybne;103
2022-11;98;Pozostałe usługi komunalne i osobiste;89
2022-11;42;Maszyny przemysłowe;84
2022-11;31;Sprzęt elektryczny;81
2022-11;22;Drukowane materiały i produkty poligraficzne;70
2022-11;44;Materiały budowlane;67
2022-11;77;Usługi rolnicze i leśne;65
2022-11;24;Produkty chemiczne;49
2022-11;16;Maszyny rolnicze;48
2022-11;14;Górnictwo i minerały;40
2022-11;18;Odzież i obuwie;37
2022-11;43;Maszyny górnicze;34
2022-11;35;Sprzęt bezpieczeństwa i ochrony;33
2022-11;75;Usługi administracji publicznej;30
2022-11;92;Usługi rekreacyjne i kulturalne;30
2022-11;37;Sprzęt sportowy i rekreacyjny;28
2022-11;63;Usługi spedycji i logistyki;22
2022-11;73;Usługi badawczo-rozwojowe;14
2022-11;19;Wyroby skórzane i tekstylne;12
2022-11;65;Usługi komunalne (gaz, woda, energia);12
2022-11;70;Usługi w zakresie nieruchomości;10
2022-11;51;Usługi instalacyjne;6
2022-11;41;Woda i usługi wodne;3
2022-11;76;Usługi związane z przemysłem naftowym;1
2022-12;45;Roboty budowlane;1595
2022-12;15;Artykuły spożywcze i napoje;1185
2022-12;9;Produkty naftowe, paliwa i energia;992
2022-12;90;Usługi środowiskowe i sanitarne;849
2022-12;33;Sprzęt medyczny i farmaceutyczny;665
2022-12;79;Usługi biznesowe i doradcze;428
2022-12;30;Sprzęt komputerowy i biurowy;417
2022-12;55;Usługi hotelarskie i restauracyjne;393
2022-12;71;Usługi architektoniczne i inżynieryjne;387
2022-12;85;Usługi zdrowotne i społeczne;347
2022-12;60;Usługi transportu drogowego;303
2022-12;50;Usługi napraw i konserwacji;247
2022-12;64;Usługi pocztowe i telekomunikacyjne;243
2022-12;34;Sprzęt transportowy i pojazdy;233
2022-12;39;Meble i wyposażenie wnętrz;196
2022-12;48;Pakiety oprogramowania;143
2022-12;66;Usługi finansowe i ubezpieczeniowe;140
2022-12;98;Pozostałe usługi komunalne i osobiste;137
2022-12;80;Usługi edukacyjne;133
2022-12;72;Usługi informatyczne;124
2022-12;3;Produkty rolne, łowieckie i rybne;120
2022-12;38;Sprzęt laboratoryjny i naukowy;114
2022-12;77;Usługi rolnicze i leśne;91
2022-12;24;Produkty chemiczne;66
2022-12;44;Materiały budowlane;65
2022-12;32;Sprzęt elektroniczny i telekomunikacyjny;60
2022-12;42;Maszyny przemysłowe;58
2022-12;31;Sprzęt elektryczny;36
2022-12;14;Górnictwo i minerały;34
2022-12;18;Odzież i obuwie;33
2022-12;22;Drukowane materiały i produkty poligraficzne;32
2022-12;92;Usługi rekreacyjne i kulturalne;31
2022-12;63;Usługi spedycji i logistyki;28
2022-12;70;Usługi w zakresie nieruchomości;28
2022-12;16;Maszyny rolnicze;27
2022-12;37;Sprzęt sportowy i rekreacyjny;25
2022-12;75;Usługi administracji publicznej;24
2022-12;73;Usługi badawczo-rozwojowe;19
2022-12;35;Sprzęt bezpieczeństwa i ochrony;17
2022-12;43;Maszyny górnicze;13
2022-12;19;Wyroby skórzane i tekstylne;12
2022-12;65;Usługi komunalne (gaz, woda, energia);10
2022-12;51;Usługi instalacyjne;5
2022-12;41;Woda i usługi wodne;1
2023-01;45;Roboty budowlane;1713
2023-01;33;Sprzęt medyczny i farmaceutyczny;510
2023-01;9;Produkty naftowe, paliwa i energia;398
2023-01;15;Artykuły spożywcze i napoje;335
2023-01;71;Usługi architektoniczne i inżynieryjne;265
2023-01;90;Usługi środowiskowe i sanitarne;257
2023-01;79;Usługi biznesowe i doradcze;229
2023-01;30;Sprzęt komputerowy i biurowy;214
2023-01;50;Usługi napraw i konserwacji;138
2023-01;85;Usługi zdrowotne i społeczne;129
2023-01;55;Usługi hotelarskie i restauracyjne;125
2023-01;34;Sprzęt transportowy i pojazdy;124
2023-01;80;Usługi edukacyjne;119
2023-01;39;Meble i wyposażenie wnętrz;115
2023-01;60;Usługi transportu drogowego;99
2023-01;77;Usługi rolnicze i leśne;84
2023-01;66;Usługi finansowe i ubezpieczeniowe;64
2023-01;38;Sprzęt laboratoryjny i naukowy;62
2023-01;72;Usługi informatyczne;61
2023-01;14;Górnictwo i minerały;58
2023-01;44;Materiały budowlane;56
2023-01;48;Pakiety oprogramowania;56
2023-01;24;Produkty chemiczne;53
2023-01;98;Pozostałe usługi komunalne i osobiste;52
2023-01;3;Produkty rolne, łowieckie i rybne;39
2023-01;64;Usługi pocztowe i telekomunikacyjne;39
2023-01;18;Odzież i obuwie;35
2023-01;42;Maszyny przemysłowe;29
2023-01;32;Sprzęt elektroniczny i telekomunikacyjny;26
2023-01;31;Sprzęt elektryczny;24
2023-01;75;Usługi administracji publicznej;23
2023-01;92;Usługi rekreacyjne i kulturalne;19
2023-01;63;Usługi spedycji i logistyki;17
2023-01;70;Usługi w zakresie nieruchomości;16
2023-01;16;Maszyny rolnicze;15
2023-01;22;Drukowane materiały i produkty poligraficzne;13
2023-01;43;Maszyny górnicze;12
2023-01;35;Sprzęt bezpieczeństwa i ochrony;10
2023-01;73;Usługi badawczo-rozwojowe;8
2023-01;37;Sprzęt sportowy i rekreacyjny;7
2023-01;19;Wyroby skórzane i tekstylne;3
2023-01;51;Usługi instalacyjne;3
2023-01;65;Usługi komunalne (gaz, woda, energia);2
2023-01;41;Woda i usługi wodne;1
2023-01;76;Usługi związane z przemysłem naftowym;1
2023-02;45;Roboty budowlane;3092
2023-02;33;Sprzęt medyczny i farmaceutyczny;587
2023-02;71;Usługi architektoniczne i inżynieryjne;421
2023-02;9;Produkty naftowe, paliwa i energia;296
2023-02;90;Usługi środowiskowe i sanitarne;266
2023-02;30;Sprzęt komputerowy i biurowy;264
2023-02;15;Artykuły spożywcze i napoje;257
2023-02;79;Usługi biznesowe i doradcze;235
2023-02;34;Sprzęt transportowy i pojazdy;185
2023-02;80;Usługi edukacyjne;164
2023-02;55;Usługi hotelarskie i restauracyjne;150
2023-02;39;Meble i wyposażenie wnętrz;147
2023-02;50;Usługi napraw i konserwacji;139
2023-02;85;Usługi zdrowotne i społeczne;111
2023-02;77;Usługi rolnicze i leśne;107
2023-02;44;Materiały budowlane;106
2023-02;38;Sprzęt laboratoryjny i naukowy;99
2023-02;66;Usługi finansowe i ubezpieczeniowe;95
2023-02;48;Pakiety oprogramowania;86
2023-02;14;Górnictwo i minerały;81
2023-02;60;Usługi transportu drogowego;73
2023-02;3;Produkty rolne, łowieckie i rybne;61
2023-02;24;Produkty chemiczne;59
2023-02;72;Usługi informatyczne;55
2023-02;42;Maszyny przemysłowe;50
2023-02;31;Sprzęt elektryczny;49
2023-02;32;Sprzęt elektroniczny i telekomunikacyjny;47
2023-02;18;Odzież i obuwie;42
2023-02;64;Usługi pocztowe i telekomunikacyjne;35
2023-02;98;Pozostałe usługi komunalne i osobiste;35
2023-02;16;Maszyny rolnicze;29
2023-02;22;Drukowane materiały i produkty poligraficzne;28
2023-02;63;Usługi spedycji i logistyki;25
2023-02;37;Sprzęt sportowy i rekreacyjny;23
2023-02;92;Usługi rekreacyjne i kulturalne;22
2023-02;35;Sprzęt bezpieczeństwa i ochrony;21
2023-02;43;Maszyny górnicze;17
2023-02;70;Usługi w zakresie nieruchomości;16
2023-02;19;Wyroby skórzane i tekstylne;14
2023-02;75;Usługi administracji publicznej;10
2023-02;73;Usługi badawczo-rozwojowe;8
2023-02;51;Usługi instalacyjne;5
2023-02;65;Usługi komunalne (gaz, woda, energia);2
2023-03;45;Roboty budowlane;3903
2023-03;33;Sprzęt medyczny i farmaceutyczny;799
2023-03;71;Usługi architektoniczne i inżynieryjne;641
2023-03;34;Sprzęt transportowy i pojazdy;417
2023-03;30;Sprzęt komputerowy i biurowy;367
2023-03;15;Artykuły spożywcze i napoje;305
2023-03;79;Usługi biznesowe i doradcze;305
2023-03;90;Usługi środowiskowe i sanitarne;294
2023-03;9;Produkty naftowe, paliwa i energia;278
2023-03;39;Meble i wyposażenie wnętrz;231
2023-03;80;Usługi edukacyjne;225
2023-03;55;Usługi hotelarskie i restauracyjne;221
2023-03;50;Usługi napraw i konserwacji;184
2023-03;77;Usługi rolnicze i leśne;161
2023-03;38;Sprzęt laboratoryjny i naukowy;151
2023-03;85;Usługi zdrowotne i społeczne;148
2023-03;48;Pakiety oprogramowania;132
2023-03;44;Materiały budowlane;127
2023-03;24;Produkty chemiczne;111
2023-03;60;Usługi transportu drogowego;96
2023-03;66;Usługi finansowe i ubezpieczeniowe;92
2023-03;72;Usługi informatyczne;91
2023-03;14;Górnictwo i minerały;89
2023-03;32;Sprzęt elektroniczny i telekomunikacyjny;88
2023-03;42;Maszyny przemysłowe;74
2023-03;31;Sprzęt elektryczny;66
2023-03;3;Produkty rolne, łowieckie i rybne;54
2023-03;98;Pozostałe usługi komunalne i osobiste;50
2023-03;18;Odzież i obuwie;49
2023-03;22;Drukowane materiały i produkty poligraficzne;45
2023-03;64;Usługi pocztowe i telekomunikacyjne;38
2023-03;92;Usługi rekreacyjne i kulturalne;37
2023-03;16;Maszyny rolnicze;34
2023-03;63;Usługi spedycji i logistyki;34
2023-03;43;Maszyny górnicze;30
2023-03;37;Sprzęt sportowy i rekreacyjny;22
2023-03;75;Usługi administracji publicznej;21
2023-03;70;Usługi w zakresie nieruchomości;20
2023-03;35;Sprzęt bezpieczeństwa i ochrony;17
2023-03;73;Usługi badawczo-rozwojowe;14
2023-03;19;Wyroby skórzane i tekstylne;13
2023-03;41;Woda i usługi wodne;5
2023-03;65;Usługi komunalne (gaz, woda, energia);4
2023-03;51;Usługi instalacyjne;3
2023-04;45;Roboty budowlane;3160
2023-04;33;Sprzęt medyczny i farmaceutyczny;667
2023-04;71;Usługi architektoniczne i inżynieryjne;551
2023-04;34;Sprzęt transportowy i pojazdy;419
2023-04;30;Sprzęt komputerowy i biurowy;332
2023-04;79;Usługi biznesowe i doradcze;244
2023-04;39;Meble i wyposażenie wnętrz;218
2023-04;90;Usługi środowiskowe i sanitarne;216
2023-04;55;Usługi hotelarskie i restauracyjne;196
2023-04;80;Usługi edukacyjne;195
2023-04;9;Produkty naftowe, paliwa i energia;189
2023-04;15;Artykuły spożywcze i napoje;187
2023-04;50;Usługi napraw i konserwacji;179
2023-04;48;Pakiety oprogramowania;118
2023-04;77;Usługi rolnicze i leśne;115
2023-04;38;Sprzęt laboratoryjny i naukowy;106
2023-04;44;Materiały budowlane;106
2023-04;72;Usługi informatyczne;103
2023-04;66;Usługi finansowe i ubezpieczeniowe;92
2023-04;85;Usługi zdrowotne i społeczne;81
2023-04;32;Sprzęt elektroniczny i telekomunikacyjny;75
2023-04;60;Usługi transportu drogowego;65
2023-04;42;Maszyny przemysłowe;64
2023-04;24;Produkty chemiczne;58
2023-04;3;Produkty rolne, łowieckie i rybne;55
2023-04;31;Sprzęt elektryczny;54
2023-04;98;Pozostałe usługi komunalne i osobiste;48
2023-04;18;Odzież i obuwie;45
2023-04;22;Drukowane materiały i produkty poligraficzne;40
2023-04;43;Maszyny górnicze;39
2023-04;64;Usługi pocztowe i telekomunikacyjne;39
2023-04;14;Górnictwo i minerały;38
2023-04;63;Usługi spedycji i logistyki;34
2023-04;92;Usługi rekreacyjne i kulturalne;32
2023-04;16;Maszyny rolnicze;27
2023-04;37;Sprzęt sportowy i rekreacyjny;23
2023-04;35;Sprzęt bezpieczeństwa i ochrony;22
2023-04;70;Usługi w zakresie nieruchomości;19
2023-04;73;Usługi badawczo-rozwojowe;15
2023-04;75;Usługi administracji publicznej;15
2023-04;51;Usługi instalacyjne;13
2023-04;19;Wyroby skórzane i tekstylne;11
2023-04;65;Usługi komunalne (gaz, woda, energia);2
2023-05;45;Roboty budowlane;2994
2023-05;33;Sprzęt medyczny i farmaceutyczny;726
2023-05;71;Usługi architektoniczne i inżynieryjne;542
2023-05;34;Sprzęt transportowy i pojazdy;407
2023-05;15;Artykuły spożywcze i napoje;368
2023-05;30;Sprzęt komputerowy i biurowy;361
2023-05;39;Meble i wyposażenie wnętrz;264
2023-05;9;Produkty naftowe, paliwa i energia;223
2023-05;79;Usługi biznesowe i doradcze;219
2023-05;90;Usługi środowiskowe i sanitarne;215
2023-05;80;Usługi edukacyjne;180
2023-05;55;Usługi hotelarskie i restauracyjne;153
2023-05;38;Sprzęt laboratoryjny i naukowy;143
2023-05;50;Usługi napraw i konserwacji;135
2023-05;48;Pakiety oprogramowania;126
2023-05;44;Materiały budowlane;102
2023-05;60;Usługi transportu drogowego;100
2023-05;66;Usługi finansowe i ubezpieczeniowe;93
2023-05;72;Usługi informatyczne;85
2023-05;77;Usługi rolnicze i leśne;83
2023-05;42;Maszyny przemysłowe;78
2023-05;85;Usługi zdrowotne i społeczne;62
2023-05;3;Produkty rolne, łowieckie i rybne;61
2023-05;14;Górnictwo i minerały;60
2023-05;98;Pozostałe usługi komunalne i osobiste;60
2023-05;32;Sprzęt elektroniczny i telekomunikacyjny;58
2023-05;31;Sprzęt elektryczny;56
2023-05;64;Usługi pocztowe i telekomunikacyjne;53
2023-05;18;Odzież i obuwie;48
2023-05;24;Produkty chemiczne;42
2023-05;63;Usługi spedycji i logistyki;33
2023-05;37;Sprzęt sportowy i rekreacyjny;32
2023-05;22;Drukowane materiały i produkty poligraficzne;30
2023-05;16;Maszyny rolnicze;29
2023-05;92;Usługi rekreacyjne i kulturalne;26
2023-05;43;Maszyny górnicze;22
2023-05;35;Sprzęt bezpieczeństwa i ochrony;21
2023-05;73;Usługi badawczo-rozwojowe;21
2023-05;70;Usługi w zakresie nieruchomości;14
2023-05;75;Usługi administracji publicznej;12
2023-05;19;Wyroby skórzane i tekstylne;10
2023-05;41;Woda i usługi wodne;3
2023-05;65;Usługi komunalne (gaz, woda, energia);3
2023-05;51;Usługi instalacyjne;2
2023-06;45;Roboty budowlane;3583
2023-06;33;Sprzęt medyczny i farmaceutyczny;737
2023-06;71;Usługi architektoniczne i inżynieryjne;499
2023-06;30;Sprzęt komputerowy i biurowy;400
2023-06;15;Artykuły spożywcze i napoje;392
2023-06;34;Sprzęt transportowy i pojazdy;350
2023-06;39;Meble i wyposażenie wnętrz;283
2023-06;60;Usługi transportu drogowego;280
2023-06;9;Produkty naftowe, paliwa i energia;268
2023-06;79;Usługi biznesowe i doradcze;246
2023-06;90;Usługi środowiskowe i sanitarne;244
2023-06;55;Usługi hotelarskie i restauracyjne;202
2023-06;38;Sprzęt laboratoryjny i naukowy;176
2023-06;50;Usługi napraw i konserwacji;168
2023-06;80;Usługi edukacyjne;151
2023-06;48;Pakiety oprogramowania;127
2023-06;44;Materiały budowlane;109
2023-06;66;Usługi finansowe i ubezpieczeniowe;102
2023-06;42;Maszyny przemysłowe;87
2023-06;31;Sprzęt elektryczny;85
2023-06;72;Usługi informatyczne;84
2023-06;32;Sprzęt elektroniczny i telekomunikacyjny;68
2023-06;85;Usługi zdrowotne i społeczne;68
2023-06;77;Usługi rolnicze i leśne;65
2023-06;3;Produkty rolne, łowieckie i rybne;63
2023-06;24;Produkty chemiczne;60
2023-06;37;Sprzęt sportowy i rekreacyjny;51
2023-06;64;Usługi pocztowe i telekomunikacyjne;50
2023-06;18;Odzież i obuwie;46
2023-06;98;Pozostałe usługi komunalne i osobiste;43
2023-06;92;Usługi rekreacyjne i kulturalne;30
2023-06;22;Drukowane materiały i produkty poligraficzne;29
2023-06;14;Górnictwo i minerały;27
2023-06;16;Maszyny rolnicze;25
2023-06;43;Maszyny górnicze;25
2023-06;63;Usługi spedycji i logistyki;24
2023-06;35;Sprzęt bezpieczeństwa i ochrony;20
2023-06;70;Usługi w zakresie nieruchomości;20
2023-06;73;Usługi badawczo-rozwojowe;16
2023-06;19;Wyroby skórzane i tekstylne;11
2023-06;51;Usługi instalacyjne;11
2023-06;75;Usługi administracji publicznej;8
2023-06;65;Usługi komunalne (gaz, woda, energia);5
2023-06;41;Woda i usługi wodne;3
2023-06;76;Usługi związane z przemysłem naftowym;1
2023-07;45;Roboty budowlane;3313
